sku_id,category,base_price,brand,product_name
SKU_012157,Beauty,704.86,"Leblanc, Garrett and Parks",Proactive optimal methodology
SKU_012158,Sports,60.6,Thomas-Alvarez,Compatible hybrid initiative
SKU_012159,Automotive,523.61,Wagner and Sons,Balanced multimedia Internet solution
SKU_012160,Beauty,121.88,"Bentley, Kelly and Ballard",Self-enabling grid-enabled pricing structure
SKU_012161,Books,225.08,"Burke, Smith and Schultz",Synchronized clear-thinking solution
SKU_012162,Beauty,282.97,"Stone, Jones and White",Future-proofed didactic contingency
SKU_012163,Toys,135.05,"Williams, Bell and Tran",Inverse exuding pricing structure
SKU_012164,Toys,270.33,Dixon LLC,User-friendly 4thgeneration customer loyalty
SKU_012165,Toys,34.43,Morrison Ltd,Enhanced client-server portal
SKU_012166,Books,405.31,Conrad and Sons,Multi-channeled 3rdgeneration project
SKU_012167,Beauty,489.6,"Davis, Perry and Adams",Triple-buffered fresh-thinking circuit
SKU_012168,Toys,138.52,"Martinez, Morgan and Thomas",Enterprise-wide clear-thinking website
SKU_012169,Beauty,40.39,Mcdonald Ltd,Up-sized zero-defect knowledge user
SKU_012170,Automotive,579.83,"Sims, Taylor and Hayes",Multi-channeled context-sensitive Graphic Interface
SKU_012171,Fashion,337.83,Moore-Lopez,Compatible fault-tolerant forecast
SKU_012172,Home & Kitchen,195.9,Vargas-Rogers,Compatible zero administration interface
SKU_012173,Automotive,812.0,"Carlson, Terry and Burke",Programmable asymmetric application
SKU_012174,Automotive,775.61,Dean and Sons,Quality-focused reciprocal initiative
SKU_012175,Fashion,876.87,Mills-Ortiz,Secured content-based architecture
SKU_012176,Electronics,413.3,Yates Group,De-engineered even-keeled portal
SKU_012177,Automotive,824.75,Butler-Barber,Organized solution-oriented migration
SKU_012178,Sports,858.73,Green-Murray,Focused impactful workforce
SKU_012179,Sports,94.02,Ferguson-Hernandez,Monitored tangible firmware
SKU_012180,Home & Kitchen,102.43,"Medina, Thornton and King",Self-enabling upward-trending core
SKU_012181,Electronics,792.36,Cruz PLC,Open-source 3rdgeneration website
SKU_012182,Fashion,76.8,"Lee, Anderson and Jimenez",Cross-platform fault-tolerant time-frame
SKU_012183,Beauty,238.98,Lloyd-Kerr,Multi-lateral bottom-line open system
SKU_012184,Electronics,254.95,Valenzuela-Gutierrez,Re-engineered intangible customer loyalty
SKU_012185,Beauty,431.15,Andrews-Greene,Right-sized logistical utilization
SKU_012186,Home & Kitchen,324.51,"Allen, Martin and Spencer",Synergistic tertiary frame
SKU_012187,Home & Kitchen,952.31,Garcia LLC,Enterprise-wide incremental implementation
SKU_012188,Sports,832.16,Lopez-Perez,Adaptive system-worthy Local Area Network
SKU_012189,Books,337.55,"Richmond, Rivera and Madden",Universal coherent matrix
SKU_012190,Automotive,65.29,Tucker-Martin,Open-architected fresh-thinking workforce
SKU_012191,Fashion,379.14,Bray-Howell,Devolved leadingedge secured line
SKU_012192,Fashion,535.24,"Little, Martinez and Evans",Synchronized interactive hub
SKU_012193,Beauty,613.58,Davis-Walker,Monitored mission-critical attitude
SKU_012194,Fashion,728.24,Parks-Cannon,Adaptive demand-driven service-desk
SKU_012195,Fashion,314.87,"Holland, Jones and Buchanan",Enhanced mobile forecast
SKU_012196,Fashion,761.52,"Wright, Burns and Sanchez",Expanded cohesive matrix
SKU_012197,Electronics,233.66,Bailey Inc,Inverse exuding data-warehouse
SKU_012198,Electronics,472.39,Young Ltd,Assimilated even-keeled functionalities
SKU_012199,Electronics,72.62,Smith-Morales,Open-architected heuristic moratorium
SKU_012200,Toys,582.04,Suarez Inc,Optional human-resource leverage
SKU_012201,Books,465.61,Chavez-Hernandez,Persevering value-added access
SKU_012202,Books,162.86,"Obrien, Bryant and Riggs",Optimized secondary Graphic Interface
SKU_012203,Books,405.27,"Fitzgerald, Liu and Barton",Grass-roots maximized challenge
SKU_012204,Sports,497.83,"Carrillo, Walker and White",Compatible demand-driven process improvement
SKU_012205,Electronics,922.62,"Miller, Moreno and Smith",Multi-lateral neutral matrix
SKU_012206,Books,250.67,Jackson Inc,Total actuating synergy
SKU_012207,Sports,763.6,"Burton, Johnson and Adams",Re-engineered systematic utilization
SKU_012208,Toys,226.85,"Turner, Davis and Pierce",Profit-focused demand-driven groupware
SKU_012209,Electronics,745.12,Thomas LLC,Ergonomic cohesive superstructure
SKU_012210,Home & Kitchen,666.22,Melendez-Moreno,Integrated motivating initiative
SKU_012211,Sports,41.28,Liu and Sons,Down-sized contextually-based core
SKU_012212,Automotive,375.31,Jacobs and Sons,Operative global projection
SKU_012213,Automotive,308.85,Ramirez Group,Centralized demand-driven model
SKU_012214,Electronics,232.19,Stafford and Sons,Enhanced mission-critical toolset
SKU_012215,Electronics,736.22,Martin Ltd,Extended mobile moratorium
SKU_012216,Home & Kitchen,916.61,"Knight, Cooley and Cochran",Centralized optimal process improvement
SKU_012217,Automotive,198.02,Barry Ltd,Sharable analyzing extranet
SKU_012218,Books,114.13,Olson-Berry,Pre-emptive zero-defect structure
SKU_012219,Books,567.02,Williams-Harper,Open-architected needs-based intranet
SKU_012220,Fashion,106.1,"Morales, Ramsey and Jones",Front-line exuding alliance
SKU_012221,Toys,767.52,Lawrence-Montgomery,Cross-platform leadingedge algorithm
SKU_012222,Automotive,436.79,"Fuller, Collins and Clark",Open-source grid-enabled encoding
SKU_012223,Beauty,457.3,Kelly-Murphy,Proactive maximized alliance
SKU_012224,Books,23.0,"Pennington, Black and Atkins",Configurable holistic concept
SKU_012225,Books,544.1,"Berry, Banks and Burton",Stand-alone eco-centric algorithm
SKU_012226,Books,800.61,"Harrington, Evans and Bowman",Ergonomic homogeneous hierarchy
SKU_012227,Fashion,725.14,Hughes PLC,Cross-group explicit capacity
SKU_012228,Toys,140.15,Garcia Inc,Digitized needs-based capacity
SKU_012229,Toys,388.1,Johnson-Phillips,Synergized tangible superstructure
SKU_012230,Sports,520.59,Bennett-Wells,Enhanced scalable open architecture
SKU_012231,Electronics,158.73,Ramos-Adams,Digitized intermediate throughput
SKU_012232,Electronics,611.4,"Brady, Chavez and Dunlap",Horizontal intangible initiative
SKU_012233,Books,421.97,Wright Inc,Front-line interactive contingency
SKU_012234,Toys,385.01,Giles LLC,Future-proofed eco-centric Graphic Interface
SKU_012235,Books,495.08,Bradford Ltd,De-engineered human-resource adapter
SKU_012236,Beauty,698.02,"Brooks, Estrada and Martin",Front-line contextually-based open system
SKU_012237,Automotive,652.78,Cunningham LLC,Multi-tiered secondary application
SKU_012238,Books,929.84,"Rice, Anderson and Berger",Open-source uniform paradigm
SKU_012239,Toys,136.25,"Clark, Sullivan and Schultz",Front-line cohesive frame
SKU_012240,Sports,972.46,Kelly-Glass,Enterprise-wide client-driven infrastructure
SKU_012241,Home & Kitchen,133.23,Sandoval and Sons,Ergonomic exuding focus group
SKU_012242,Electronics,536.56,Owens-Callahan,Self-enabling reciprocal software
SKU_012243,Fashion,108.39,Galvan-Brewer,Devolved needs-based hardware
SKU_012244,Beauty,749.93,Wagner-Tran,Quality-focused 5thgeneration system engine
SKU_012245,Fashion,245.26,Willis-Duran,Exclusive motivating system engine
SKU_012246,Beauty,531.31,Anderson-Rodriguez,Ameliorated methodical website
SKU_012247,Home & Kitchen,582.05,"Morris, Phillips and Potter",Centralized neutral project
SKU_012248,Automotive,26.75,Church-Deleon,Reduced contextually-based project
SKU_012249,Automotive,565.84,"Daniel, Huynh and Smith",Sharable foreground website
SKU_012250,Toys,571.29,Mckay-Johnston,Realigned radical capacity
SKU_012251,Electronics,758.81,Ryan Inc,Object-based static superstructure
SKU_012252,Fashion,305.98,"Pope, Young and Randall",Pre-emptive user-facing moratorium
SKU_012253,Beauty,129.22,Bentley-Stewart,Implemented interactive attitude
SKU_012254,Electronics,356.7,Powell-Williams,Object-based secondary open architecture
SKU_012255,Fashion,748.79,"Mcclain, Brooks and Rogers",Object-based motivating function
SKU_012256,Automotive,37.35,White-Foley,Open-source zero tolerance task-force
SKU_012257,Sports,327.44,Wagner Group,Cross-platform asynchronous projection
SKU_012258,Books,179.5,"Chang, Parker and Hopkins",Re-contextualized explicit complexity
SKU_012259,Beauty,401.03,"Gardner, Bennett and Thompson",Proactive needs-based function
SKU_012260,Fashion,90.26,Guzman-Fischer,Robust bandwidth-monitored neural-net
SKU_012261,Books,53.0,Martin LLC,Future-proofed actuating conglomeration
SKU_012262,Electronics,108.57,Villanueva Ltd,Versatile didactic application
SKU_012263,Fashion,35.99,Hernandez-Alvarado,Expanded even-keeled collaboration
SKU_012264,Sports,149.53,"Steele, Callahan and Brown",Re-contextualized maximized installation
SKU_012265,Books,568.41,"Valentine, Gibson and Ellis",Universal fault-tolerant moratorium
SKU_012266,Automotive,922.64,Gill and Sons,Business-focused client-driven installation
SKU_012267,Home & Kitchen,777.95,Stevenson-Kelly,Cross-group real-time website
SKU_012268,Beauty,636.01,Flowers LLC,Re-engineered object-oriented info-mediaries
SKU_012269,Electronics,77.54,Walsh-Hall,Future-proofed optimizing portal
SKU_012270,Beauty,853.69,Allen-Norris,Reverse-engineered full-range concept
SKU_012271,Fashion,113.4,"Villarreal, Olsen and Moore",Versatile methodical website
SKU_012272,Electronics,420.1,Bradley PLC,Sharable web-enabled initiative
SKU_012273,Beauty,982.86,Gonzalez-Tran,User-friendly zero-defect budgetary management
SKU_012274,Electronics,338.52,Jones Group,Integrated web-enabled frame
SKU_012275,Automotive,652.48,Thompson Inc,Object-based methodical open architecture
SKU_012276,Sports,735.75,Ryan-Bird,Multi-lateral tangible support
SKU_012277,Sports,910.82,"Schultz, Li and Montgomery",Reactive empowering ability
SKU_012278,Toys,539.58,Lopez Ltd,Triple-buffered dynamic software
SKU_012279,Electronics,976.68,Evans Inc,Cross-group heuristic artificial intelligence
SKU_012280,Toys,592.75,"Butler, Gonzalez and Gomez",Seamless context-sensitive info-mediaries
SKU_012281,Fashion,392.8,White and Sons,User-friendly leadingedge application
SKU_012282,Beauty,883.09,Morris Group,Assimilated scalable portal
SKU_012283,Home & Kitchen,277.84,"Jennings, Brown and Franco",Grass-roots grid-enabled system engine
SKU_012284,Fashion,336.1,"Pena, Roberson and Crawford",Distributed dynamic migration
SKU_012285,Toys,749.91,Brown-Schroeder,Function-based client-server methodology
SKU_012286,Books,211.24,Wall PLC,Polarized transitional intranet
SKU_012287,Electronics,305.27,Franco Ltd,Switchable clear-thinking orchestration
SKU_012288,Books,479.43,Boyer and Sons,Business-focused global website
SKU_012289,Books,476.4,Thompson LLC,Business-focused impactful focus group
SKU_012290,Sports,733.42,"Smith, Trevino and Taylor",Upgradable interactive solution
SKU_012291,Electronics,587.04,Wright-Welch,Persistent tertiary methodology
SKU_012292,Fashion,739.97,Watson LLC,Optional exuding core
SKU_012293,Home & Kitchen,816.95,Gomez-Franklin,Front-line eco-centric collaboration
SKU_012294,Beauty,167.07,Goodwin-Martinez,Profound directional extranet
SKU_012295,Sports,197.06,"Lewis, Wyatt and Griffin",Grass-roots regional framework
SKU_012296,Electronics,148.76,Lawrence-Brooks,Cloned client-driven matrices
SKU_012297,Fashion,323.85,"Hernandez, Brooks and Cook",Public-key zero tolerance firmware
SKU_012298,Toys,215.96,Morgan-Johnson,Configurable next generation concept
SKU_012299,Home & Kitchen,883.02,"Cooper, Carrillo and Harris",Function-based encompassing software
SKU_012300,Books,16.78,Morgan Inc,De-engineered real-time contingency
SKU_012301,Beauty,361.11,Dixon-Torres,Profound foreground emulation
SKU_012302,Electronics,371.82,"Johnson, Smith and Yoder",Devolved high-level system engine
SKU_012303,Beauty,867.05,Weaver Ltd,Quality-focused impactful software
SKU_012304,Sports,379.63,"Hill, Ray and Wilson",Multi-layered foreground contingency
SKU_012305,Sports,749.37,"Watkins, Richardson and Davis",Customer-focused explicit framework
SKU_012306,Home & Kitchen,348.61,Jackson-Rodriguez,Inverse stable product
SKU_012307,Toys,644.8,"Chan, Manning and Alvarado",Virtual zero tolerance approach
SKU_012308,Electronics,238.01,Martin and Sons,Cross-group secondary algorithm
SKU_012309,Books,788.97,Adams-Barker,Streamlined maximized website
SKU_012310,Fashion,676.7,"Beasley, Morris and Wells",Cloned methodical forecast
SKU_012311,Beauty,642.22,"Owens, Johnson and Gomez",Proactive holistic benchmark
SKU_012312,Electronics,144.53,Harrison PLC,Exclusive dedicated frame
SKU_012313,Automotive,319.95,Griffin-Patterson,Cross-group client-server installation
SKU_012314,Fashion,604.2,"Gonzalez, Johnston and Ross",Fully-configurable regional emulation
SKU_012315,Beauty,91.53,Sheppard LLC,Optimized transitional knowledge user
SKU_012316,Toys,247.12,Thomas Group,Expanded didactic process improvement
SKU_012317,Beauty,594.99,"Fischer, Myers and White",Enterprise-wide 3rdgeneration pricing structure
SKU_012318,Automotive,759.12,"Smith, Rice and Chan",Polarized logistical knowledgebase
SKU_012319,Home & Kitchen,800.84,Fuller-Jones,Down-sized homogeneous challenge
SKU_012320,Books,601.35,Rios Ltd,Secured intangible success
SKU_012321,Fashion,800.97,Riley Group,Digitized leadingedge info-mediaries
SKU_012322,Toys,73.85,"Johnson, Edwards and Smith",Profit-focused cohesive system engine
SKU_012323,Home & Kitchen,248.72,Bishop-Gates,Upgradable client-driven toolset
SKU_012324,Fashion,651.06,Drake Group,User-centric reciprocal policy
SKU_012325,Fashion,435.03,Anderson-Griffin,Upgradable composite customer loyalty
SKU_012326,Books,407.1,Brown-Martinez,Integrated heuristic groupware
SKU_012327,Sports,35.47,Paul-Foster,Fundamental zero-defect synergy
SKU_012328,Beauty,855.89,Osborn Inc,Pre-emptive grid-enabled task-force
SKU_012329,Sports,595.01,"Hernandez, Diaz and Davis",Distributed methodical initiative
SKU_012330,Home & Kitchen,33.44,Wilson-Fleming,Reduced transitional synergy
SKU_012331,Automotive,796.84,"Hernandez, Henderson and Moore",Decentralized actuating emulation
SKU_012332,Fashion,529.59,Miller-Goodwin,Re-engineered optimizing approach
SKU_012333,Beauty,609.08,Oconnell-Rogers,Robust bandwidth-monitored concept
SKU_012334,Electronics,802.98,Walker-Fletcher,Proactive full-range firmware
SKU_012335,Home & Kitchen,25.63,Gonzalez-Gregory,Diverse user-facing success
SKU_012336,Automotive,629.8,Hall PLC,Open-source object-oriented support
SKU_012337,Electronics,38.01,Shaw-Cook,Organized radical framework
SKU_012338,Automotive,297.96,Galvan PLC,Grass-roots explicit extranet
SKU_012339,Toys,654.86,Howell-Johnson,Customizable attitude-oriented database
SKU_012340,Beauty,272.81,Herman-Moreno,Pre-emptive local Graphic Interface
SKU_012341,Books,859.17,"Ryan, Robinson and Keith",Managed analyzing time-frame
SKU_012342,Automotive,903.29,Adams Group,Synchronized discrete frame
SKU_012343,Fashion,239.64,Osborne-Ellis,Diverse secondary migration
SKU_012344,Electronics,751.56,"Hooper, Jones and Hess",Team-oriented coherent approach
SKU_012345,Electronics,911.12,Yoder Inc,Networked cohesive function
SKU_012346,Beauty,548.45,Sullivan Ltd,Business-focused fresh-thinking capability
SKU_012347,Beauty,231.28,"Brock, Duncan and Watson",Advanced user-facing array
SKU_012348,Fashion,644.55,Brown Group,Virtual 24/7 model
SKU_012349,Books,224.41,"Quinn, Johnston and Peterson",De-engineered asymmetric conglomeration
SKU_012350,Sports,91.88,Thompson-Kelly,User-friendly background algorithm
SKU_012351,Automotive,704.59,"Reed, Sanders and Wilson",Programmable 4thgeneration customer loyalty
SKU_012352,Home & Kitchen,435.53,Flores-Mckay,Horizontal analyzing hub
SKU_012353,Toys,692.54,"Tucker, Holloway and Hernandez",Versatile motivating encoding
SKU_012354,Beauty,183.43,Powell Group,Persistent demand-driven benchmark
SKU_012355,Electronics,166.02,"Wallace, Riley and Hoffman",Digitized 6thgeneration open architecture
SKU_012356,Electronics,10.37,"Jackson, Oneill and Miller",Inverse value-added project
SKU_012357,Automotive,674.99,Larson-Hodges,Multi-layered homogeneous access
SKU_012358,Books,30.65,Bailey-Henson,User-friendly empowering info-mediaries
SKU_012359,Beauty,102.8,"Silva, Atkinson and Berry",Organic static support
SKU_012360,Sports,524.39,"Elliott, Barry and Martin",Centralized optimizing Internet solution
SKU_012361,Home & Kitchen,990.08,Villegas-Bryant,Multi-layered empowering emulation
SKU_012362,Electronics,730.72,Kelly LLC,User-friendly system-worthy installation
SKU_012363,Home & Kitchen,348.32,Perkins-Christian,Distributed impactful workforce
SKU_012364,Electronics,326.73,Nelson and Sons,Balanced 3rdgeneration leverage
SKU_012365,Home & Kitchen,635.9,George-Little,Proactive encompassing complexity
SKU_012366,Automotive,368.88,"Christian, King and Torres",Digitized demand-driven groupware
SKU_012367,Automotive,405.5,Gonzales-Hernandez,Operative multi-state interface
SKU_012368,Beauty,175.98,James Group,Expanded methodical complexity
SKU_012369,Automotive,17.0,Mann Group,Centralized secondary algorithm
SKU_012370,Automotive,563.92,Clark LLC,Innovative attitude-oriented attitude
SKU_012371,Fashion,536.72,"Smith, Schwartz and Johnson",Mandatory client-driven capacity
SKU_012372,Electronics,749.8,Garcia-Malone,Virtual 24hour database
SKU_012373,Electronics,480.28,"Beard, Ramirez and Smith",Sharable system-worthy knowledgebase
SKU_012374,Fashion,769.9,Smith-Rios,De-engineered fresh-thinking budgetary management
SKU_012375,Fashion,849.73,"Santos, Palmer and Woods",Cross-platform directional moderator
SKU_012376,Home & Kitchen,553.78,Wiley Ltd,Stand-alone fresh-thinking middleware
SKU_012377,Books,464.43,Norton Inc,Optimized fault-tolerant circuit
SKU_012378,Books,668.05,Lynch-Mendoza,Networked value-added knowledgebase
SKU_012379,Books,631.79,"Mckay, Andersen and Castillo",Future-proofed optimal attitude
SKU_012380,Books,800.72,"Roman, Lane and Harris",De-engineered empowering customer loyalty
SKU_012381,Fashion,713.34,"Hicks, Daniels and Johnson",Operative system-worthy methodology
SKU_012382,Home & Kitchen,850.21,"Nichols, West and Booker",Fully-configurable real-time approach
SKU_012383,Automotive,184.36,Brown-Smith,Persistent motivating definition
SKU_012384,Sports,714.44,Warren-Barry,Organized fresh-thinking ability
SKU_012385,Automotive,762.65,Mayo-Ramsey,Multi-lateral actuating alliance
SKU_012386,Beauty,416.64,Garcia-Dyer,Seamless radical approach
SKU_012387,Sports,549.24,"Rangel, Lee and Acevedo",Virtual fault-tolerant collaboration
SKU_012388,Toys,380.89,Cooper Ltd,Synergistic global moratorium
SKU_012389,Automotive,296.01,"Bennett, Kramer and Tran",Optional coherent strategy
SKU_012390,Fashion,25.16,"Green, Chapman and Holden",Quality-focused next generation hub
SKU_012391,Fashion,680.28,Boone and Sons,Adaptive optimal intranet
SKU_012392,Fashion,148.98,"Pitts, Vaughn and Garner",Organized global benchmark
SKU_012393,Fashion,490.81,Castro LLC,Future-proofed demand-driven structure
SKU_012394,Beauty,780.61,"Oconnell, Jones and Hawkins",Re-engineered reciprocal complexity
SKU_012395,Fashion,220.56,Henderson LLC,Ergonomic bi-directional forecast
SKU_012396,Home & Kitchen,781.71,"Friedman, Stevens and Chambers",Optimized bi-directional data-warehouse
SKU_012397,Automotive,708.02,"Franklin, Fields and Hess",Advanced composite model
SKU_012398,Home & Kitchen,396.07,Lin-Castillo,Organized full-range standardization
SKU_012399,Beauty,383.51,Mccarthy-Walton,Mandatory explicit intranet
SKU_012400,Toys,556.65,Hammond-Wright,Re-engineered optimizing benchmark
SKU_012401,Home & Kitchen,215.91,Weaver-Phillips,Streamlined executive support
SKU_012402,Toys,628.6,Watts-Ruiz,Cross-group heuristic protocol
SKU_012403,Fashion,558.34,"Perez, Murphy and Gonzalez",Right-sized intermediate ability
SKU_012404,Electronics,892.72,Lyons-Andrade,De-engineered 24hour Graphic Interface
SKU_012405,Sports,940.6,Wiggins-Taylor,Self-enabling dedicated pricing structure
SKU_012406,Electronics,646.57,"Hayes, Miller and Miller",Cross-platform high-level analyzer
SKU_012407,Automotive,263.89,"Solis, Moyer and Camacho",Function-based attitude-oriented frame
SKU_012408,Home & Kitchen,966.53,Morgan-Landry,Open-source systemic moratorium
SKU_012409,Books,509.3,Ochoa and Sons,Realigned didactic customer loyalty
SKU_012410,Toys,642.97,Butler Ltd,Polarized asymmetric synergy
SKU_012411,Home & Kitchen,373.56,Burton Group,Optional global policy
SKU_012412,Sports,476.86,Smith Group,Synchronized demand-driven solution
SKU_012413,Books,403.63,Miller-Ramirez,Open-architected local product
SKU_012414,Books,501.65,"Bass, Ramos and Mccann",Customer-focused systemic functionalities
SKU_012415,Electronics,646.13,"Knight, Frost and Haynes",Fundamental explicit adapter
SKU_012416,Electronics,745.61,"Barnes, Torres and Murphy",Decentralized zero tolerance hub
SKU_012417,Fashion,579.03,Charles-Evans,Assimilated discrete concept
SKU_012418,Beauty,39.04,Wolf and Sons,User-friendly bandwidth-monitored strategy
SKU_012419,Electronics,588.3,Ramirez-Scott,Business-focused 6thgeneration budgetary management
SKU_012420,Fashion,657.26,Adams LLC,Automated fault-tolerant leverage
SKU_012421,Toys,20.07,Nichols PLC,Intuitive tertiary migration
SKU_012422,Home & Kitchen,63.16,"Burgess, Vega and Duffy",Virtual zero-defect challenge
SKU_012423,Sports,295.48,Mueller Inc,Switchable homogeneous budgetary management
SKU_012424,Sports,675.83,"Willis, Morales and Griffin",Up-sized full-range infrastructure
SKU_012425,Home & Kitchen,846.97,Powers-Stanley,Versatile fresh-thinking adapter
SKU_012426,Beauty,198.67,"Osborn, Myers and Robertson",Re-contextualized optimizing parallelism
SKU_012427,Fashion,744.73,Schultz LLC,Grass-roots system-worthy capability
SKU_012428,Toys,723.31,Wagner-Perez,Progressive zero tolerance policy
SKU_012429,Electronics,539.71,Maldonado-Ramirez,Fundamental client-driven flexibility
SKU_012430,Toys,714.14,Hansen-Cortez,Innovative system-worthy implementation
SKU_012431,Electronics,269.39,"Dunn, King and Harper",Multi-tiered encompassing process improvement
SKU_012432,Home & Kitchen,278.64,Cameron Ltd,Ergonomic national project
SKU_012433,Beauty,933.18,Torres-Elliott,Customizable well-modulated help-desk
SKU_012434,Electronics,353.07,Butler Ltd,Monitored bottom-line installation
SKU_012435,Fashion,559.74,Kennedy-Pennington,Mandatory encompassing focus group
SKU_012436,Electronics,421.9,Humphrey-Lewis,Progressive web-enabled Local Area Network
SKU_012437,Toys,435.1,Trevino-Hill,Future-proofed global approach
SKU_012438,Fashion,980.02,Hubbard-Perry,Future-proofed well-modulated installation
SKU_012439,Automotive,680.17,Diaz LLC,Progressive exuding contingency
SKU_012440,Fashion,424.65,"Padilla, Martinez and Morgan",Cross-platform cohesive extranet
SKU_012441,Automotive,435.21,"Davenport, Flynn and Burton",Open-source upward-trending function
SKU_012442,Electronics,836.93,Johnson PLC,Enterprise-wide modular moratorium
SKU_012443,Home & Kitchen,630.26,"Johnson, Harris and Lopez",Mandatory object-oriented frame
SKU_012444,Books,880.07,Thompson-Brown,Inverse coherent complexity
SKU_012445,Beauty,553.11,"Jones, Wallace and Harrison",Configurable upward-trending complexity
SKU_012446,Books,344.7,Gross-Daniel,Inverse grid-enabled Graphic Interface
SKU_012447,Home & Kitchen,98.32,Reeves Group,Digitized multi-tasking solution
SKU_012448,Automotive,490.35,"Carlson, Greene and Sanchez",Distributed asymmetric extranet
SKU_012449,Toys,582.01,Harvey Ltd,Pre-emptive hybrid Graphical User Interface
SKU_012450,Toys,753.21,Swanson-Sanchez,Operative intangible extranet
SKU_012451,Home & Kitchen,610.29,Vasquez-Haney,Open-source eco-centric leverage
SKU_012452,Toys,623.72,Smith-Greene,Balanced impactful project
SKU_012453,Toys,223.17,Harris-Graham,Up-sized human-resource matrix
SKU_012454,Home & Kitchen,123.8,"Patterson, Jones and Brown",Sharable 4thgeneration hierarchy
SKU_012455,Home & Kitchen,707.58,Anderson-Long,Distributed grid-enabled encoding
SKU_012456,Toys,720.45,Thomas LLC,Persevering directional workforce
SKU_012457,Beauty,851.72,Price-Davidson,Balanced asymmetric core
SKU_012458,Fashion,897.13,"Hinton, Young and Garcia",Versatile coherent capacity
SKU_012459,Electronics,475.03,Lawson Inc,Visionary needs-based help-desk
SKU_012460,Home & Kitchen,456.48,Macias-Sanchez,Quality-focused even-keeled capability
SKU_012461,Toys,830.34,Smith LLC,Ergonomic dynamic complexity
SKU_012462,Fashion,850.24,Fuller-Brooks,Optimized systematic knowledge user
SKU_012463,Books,998.55,King Group,Cross-group well-modulated pricing structure
SKU_012464,Fashion,429.87,"White, Hernandez and Reed",Inverse multi-tasking moderator
SKU_012465,Home & Kitchen,616.62,Robertson Inc,Stand-alone maximized moratorium
SKU_012466,Books,432.06,"Ware, Brady and Bowman",Multi-lateral explicit structure
SKU_012467,Sports,363.37,Cohen LLC,Monitored modular analyzer
SKU_012468,Beauty,61.91,Rice PLC,Seamless eco-centric function
SKU_012469,Beauty,876.65,Castro-Riley,Ameliorated multimedia focus group
SKU_012470,Home & Kitchen,227.2,Brown-Miller,Multi-tiered secondary architecture
SKU_012471,Fashion,988.08,"Zuniga, Hensley and Glenn",Grass-roots bifurcated hardware
SKU_012472,Beauty,944.66,"Stevens, Thomas and Fox",Cross-group incremental intranet
SKU_012473,Automotive,267.92,Hanson and Sons,Programmable stable pricing structure
SKU_012474,Home & Kitchen,878.74,Reynolds-Moss,Multi-layered bi-directional encryption
SKU_012475,Home & Kitchen,676.02,"Navarro, Villegas and Small",Quality-focused discrete core
SKU_012476,Electronics,232.57,Thomas-Torres,Sharable radical infrastructure
SKU_012477,Beauty,530.16,Rodriguez PLC,Quality-focused next generation migration
SKU_012478,Electronics,282.63,Washington-Jones,Organized bi-directional matrix
SKU_012479,Toys,745.58,Dean-Berry,Persistent zero tolerance projection
SKU_012480,Electronics,646.32,Clark-Sanders,Visionary multi-tasking framework
SKU_012481,Home & Kitchen,291.47,Fowler-West,Customer-focused asymmetric approach
SKU_012482,Books,235.6,Meyer Group,Up-sized modular website
SKU_012483,Books,612.56,Watts-Harvey,User-friendly bi-directional installation
SKU_012484,Books,107.74,Kim Inc,Future-proofed disintermediate artificial intelligence
SKU_012485,Toys,960.95,Reynolds LLC,Multi-lateral demand-driven intranet
SKU_012486,Sports,502.22,"Andrews, Meyers and Hill",Multi-tiered asymmetric parallelism
SKU_012487,Automotive,671.43,Frye-Blake,Face-to-face analyzing groupware
SKU_012488,Books,285.08,Brady-Shaw,Open-architected 4thgeneration orchestration
SKU_012489,Books,152.97,Jackson Group,Grass-roots mobile open system
SKU_012490,Electronics,265.94,Kramer Inc,Digitized tangible project
SKU_012491,Beauty,31.17,Tanner-Ellis,Enterprise-wide directional instruction set
SKU_012492,Fashion,64.2,Robertson-Werner,Optimized executive ability
SKU_012493,Automotive,501.82,Phillips-Wright,Advanced optimizing process improvement
SKU_012494,Toys,129.82,Quinn-Allen,Polarized coherent core
SKU_012495,Books,856.4,"Mack, Stein and Gonzalez",Universal holistic website
SKU_012496,Home & Kitchen,852.07,Johnson-Wright,Upgradable asynchronous middleware
SKU_012497,Automotive,719.93,Gates-Butler,Monitored object-oriented orchestration
SKU_012498,Toys,283.13,"Taylor, Miller and Vance",Synergized encompassing initiative
SKU_012499,Toys,884.76,Diaz-Villa,Team-oriented explicit adapter
SKU_012500,Sports,441.0,"Johnson, Jensen and Strong",Polarized object-oriented challenge
SKU_012501,Electronics,24.93,"Mitchell, Price and Gonzalez",Reduced 24hour website
SKU_012502,Electronics,60.96,"Simmons, Hill and Williams",Advanced fault-tolerant policy
SKU_012503,Electronics,17.92,"Mora, Sullivan and Ware",Optimized heuristic encryption
SKU_012504,Beauty,816.23,"Simmons, Brady and Merritt",Reverse-engineered impactful forecast
SKU_012505,Toys,430.96,Willis-Robinson,Devolved directional paradigm
SKU_012506,Automotive,579.32,Johnson-Jones,Persevering 24/7 migration
SKU_012507,Home & Kitchen,864.68,"Ramirez, Green and Hunt",Multi-lateral cohesive matrix
SKU_012508,Books,930.06,Jackson LLC,Synergized next generation policy
